t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,cop_lx,cop_ly,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
2.4600,0.00174,0.08522,0.46341,0.99987,-0.01590,0.00055,-0.00311,0.00873,0.06140,0.30211,0.30051,0.03159,0.06500,2,0.03497,0.04900,0.01900,-0.005807,0.019000,50.9076,-0.004977,0.018746,52.9905,0.041912,0.019001,10.7151,0.035559,0.016520,12.0718,-0.00267,-0.25385,-0.44818,0.89929,-0.45262,0.27326,0.01158,-0.25185,-0.40309,0.80096,-0.39763,0.27876,-0.00400,-0.00028,-0.03853,0.00723,-0.15122,2.17662,-0.16210,-2.19642,-0.22086,-0.94684,0.02644,0.02942,0.23107,0.11119,0.41953,-0.18932,0.01147,0.00093,-0.02601,0.00010,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.4650,0.00175,0.08539,0.46341,0.99987,-0.01601,0.00055,-0.00313,0.00873,0.06152,0.30212,0.30051,0.03181,0.06510,2,0.03497,0.04900,0.01900,-0.005871,0.019000,50.9522,-0.005039,0.018749,53.0409,0.042429,0.019001,10.6606,0.035976,0.016510,12.0183,-0.00266,-0.25410,-0.44784,0.89867,-0.45234,0.27371,0.01164,-0.25207,-0.40240,0.79955,-0.39689,0.27919,-0.00400,-0.00028,-0.03882,0.00729,-0.15137,2.18360,-0.16505,-2.20015,-0.22414,-0.94799,0.02588,0.02685,0.23389,0.11664,0.42253,-0.18839,0.01148,0.00093,-0.02615,0.00008,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.4700,0.00175,0.08556,0.46342,0.99986,-0.01612,0.00054,-0.00316,0.00873,0.06163,0.30212,0.30051,0.03203,0.06520,2,0.03497,0.04900,0.01900,-0.005933,0.019000,50.9970,-0.005096,0.018752,53.0917,0.042948,0.019001,10.6064,0.036397,0.016500,11.9653,-0.00266,-0.25434,-0.44750,0.89805,-0.45206,0.27415,0.01171,-0.25228,-0.40171,0.79815,-0.39615,0.27962,-0.00400,-0.00028,-0.03912,0.00734,-0.15152,2.19059,-0.16789,-2.20377,-0.22725,-0.94910,0.02532,0.02418,0.23671,0.12207,0.42551,-0.18748,0.01151,0.00094,-0.02628,0.00006,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.4750,0.00176,0.08573,0.46342,0.99986,-0.01623,0.00054,-0.00318,0.00873,0.06174,0.30212,0.30051,0.03225,0.06530,2,0.03497,0.04900,0.01900,-0.005993,0.019000,51.0422,-0.005151,0.018755,53.1428,0.043469,0.019001,10.5522,0.036819,0.016489,11.9125,-0.00266,-0.25458,-0.44716,0.89744,-0.45178,0.27458,0.01177,-0.25250,-0.40103,0.79675,-0.39541,0.28005,-0.00400,-0.00029,-0.03941,0.00739,-0.15166,2.19761,-0.17065,-2.20730,-0.23025,-0.95018,0.02477,0.02144,0.23949,0.12746,0.42845,-0.18657,0.01155,0.00094,-0.02641,0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.4800,0.00176,0.08589,0.46343,0.99986,-0.01634,0.00053,-0.00320,0.00873,0.06186,0.30213,0.30051,0.03246,0.06539,2,0.03497,0.04900,0.01900,-0.006050,0.019000,51.0875,-0.005204,0.018757,53.1943,0.043991,0.019001,10.4981,0.037241,0.016478,11.8598,-0.00265,-0.25481,-0.44682,0.89683,-0.45150,0.27501,0.01183,-0.25271,-0.40035,0.79536,-0.39468,0.28047,-0.00401,-0.00029,-0.03970,0.00744,-0.15180,2.20465,-0.17334,-2.21076,-0.23315,-0.95124,0.02422,0.01866,0.24224,0.13282,0.43136,-0.18568,0.01159,0.00095,-0.02654,0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.4850,0.00177,0.08606,0.46343,0.99986,-0.01644,0.00053,-0.00322,0.00873,0.06197,0.30213,0.30051,0.03268,0.06549,2,0.03497,0.04900,0.01900,-0.006105,0.019000,51.1331,-0.005255,0.018759,53.2461,0.044512,0.019001,10.4440,0.037663,0.016468,11.8071,-0.00265,-0.25505,-0.44648,0.89622,-0.45123,0.27544,0.01188,-0.25292,-0.39967,0.79397,-0.39395,0.28089,-0.00401,-0.00029,-0.03999,0.00749,-0.15192,2.21170,-0.17597,-2.21415,-0.23596,-0.95229,0.02367,0.01585,0.24495,0.13811,0.43421,-0.18478,0.01164,0.00095,-0.02667,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.4900,0.00177,0.08622,0.46344,0.99986,-0.01655,0.00052,-0.00324,0.00873,0.06208,0.30214,0.30051,0.03289,0.06559,2,0.03497,0.04900,0.01900,-0.006159,0.019000,51.1788,-0.005303,0.018761,53.2980,0.045033,0.019001,10.3899,0.038084,0.016457,11.7545,-0.00265,-0.25528,-0.44615,0.89561,-0.45095,0.27587,0.01194,-0.25313,-0.39899,0.79258,-0.39322,0.28131,-0.00401,-0.00029,-0.04029,0.00754,-0.15204,2.21876,-0.17853,-2.21748,-0.23869,-0.95332,0.02312,0.01303,0.24760,0.14335,0.43700,-0.18388,0.01168,0.00096,-0.02679,-0.00003,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.4950,0.00178,0.08639,0.46344,0.99986,-0.01666,0.00052,-0.00326,0.00873,0.06219,0.30214,0.30051,0.03310,0.06568,2,0.03497,0.04900,0.01900,-0.006211,0.019000,51.2246,-0.005351,0.018762,53.3501,0.045552,0.019001,10.3359,0.038504,0.016446,11.7018,-0.00265,-0.25551,-0.44581,0.89501,-0.45068,0.27629,0.01199,-0.25334,-0.39831,0.79120,-0.39249,0.28172,-0.00401,-0.00029,-0.04058,0.00759,-0.15215,2.22582,-0.18103,-2.22074,-0.24136,-0.95435,0.02257,0.01020,0.25020,0.14853,0.43973,-0.18298,0.01173,0.00096,-0.02691,-0.00006,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5000,0.00178,0.08655,0.46345,0.99985,-0.01676,0.00051,-0.00329,0.00873,0.06230,0.30215,0.30051,0.03332,0.06578,2,0.03498,0.04900,0.01900,-0.006262,0.019000,51.2704,-0.005397,0.018764,53.4023,0.046069,0.019001,10.2820,0.038921,0.016435,11.6492,-0.00264,-0.25574,-0.44548,0.89441,-0.45041,0.27671,0.01204,-0.25354,-0.39763,0.78982,-0.39176,0.28214,-0.00401,-0.00029,-0.04087,0.00764,-0.15226,2.23288,-0.18347,-2.22394,-0.24396,-0.95538,0.02202,0.00737,0.25273,0.15363,0.44239,-0.18209,0.01178,0.00097,-0.02704,-0.00008,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5050,0.00179,0.08671,0.46345,0.99985,-0.01687,0.00051,-0.00331,0.00873,0.06241,0.30215,0.30051,0.03353,0.06587,2,0.03498,0.04900,0.01900,-0.006312,0.019000,51.3162,-0.005395,0.018997,53.2853,0.046585,0.019001,10.2282,0.039312,0.016416,11.6033,-0.00264,-0.25597,-0.44514,0.89380,-0.45013,0.27715,0.01209,-0.25374,-0.39696,0.78845,-0.39104,0.28255,-0.00401,-0.00029,-0.04116,0.00769,-0.15236,2.23993,-0.18585,-2.22706,-0.24650,-0.95640,0.02147,0.00454,0.25520,0.15867,0.44498,-0.18120,0.01182,0.00097,-0.02716,-0.00010,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5100,0.00179,0.08687,0.46346,0.99985,-0.01697,0.00051,-0.00332,0.00873,0.06252,0.30215,0.30051,0.03374,0.06596,2,0.03498,0.04900,0.01900,-0.006356,0.019000,51.3749,-0.005489,0.018764,53.5132,0.047186,0.019001,10.1666,0.039748,0.016411,11.5451,-0.00264,-0.25619,-0.44481,0.89320,-0.44985,0.27758,0.01214,-0.25394,-0.39629,0.78708,-0.39032,0.28295,-0.00401,-0.00029,-0.04145,0.00774,-0.15242,2.24826,-0.18823,-2.23039,-0.24873,-0.95745,0.02086,0.00077,0.25815,0.16452,0.44804,-0.18021,0.01196,0.00098,-0.02727,-0.00013,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5150,0.00180,0.08703,0.46346,0.99985,-0.01708,0.00050,-0.00334,0.00873,0.06263,0.30216,0.30051,0.03395,0.06605,2,0.03498,0.04900,0.01900,-0.006406,0.019000,51.4174,-0.005521,0.018764,53.5724,0.047669,0.019001,10.1151,0.040230,0.016400,11.4844,-0.00264,-0.25641,-0.44448,0.89260,-0.44958,0.27800,0.01218,-0.25413,-0.39562,0.78572,-0.38960,0.28335,-0.00401,-0.00029,-0.04174,0.00778,-0.15250,2.25495,-0.19056,-2.23338,-0.25135,-0.95855,0.02031,-0.00172,0.26030,0.16914,0.45030,-0.17934,0.01196,0.00098,-0.02740,-0.00015,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5200,0.00181,0.08719,0.46347,0.99985,-0.01718,0.00050,-0.00336,0.00873,0.06274,0.30216,0.30051,0.03416,0.06614,2,0.03498,0.04900,0.01900,-0.006452,0.019000,51.4598,-0.005565,0.018766,53.6206,0.048152,0.019001,10.0640,0.040613,0.016390,11.4342,-0.00264,-0.25663,-0.44415,0.89201,-0.44931,0.27841,0.01222,-0.25433,-0.39496,0.78436,-0.38889,0.28376,-0.00401,-0.00029,-0.04203,0.00783,-0.15259,2.26162,-0.19278,-2.23624,-0.25380,-0.95961,0.01978,-0.00429,0.26244,0.17372,0.45253,-0.17848,0.01198,0.00098,-0.02752,-0.00018,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5250,0.00181,0.08734,0.46347,0.99984,-0.01728,0.00049,-0.00338,0.00873,0.06284,0.30217,0.30051,0.03437,0.06623,2,0.03498,0.04900,0.01900,-0.006496,0.019000,51.5023,-0.005606,0.018768,53.6690,0.048634,0.019001,10.0132,0.040997,0.016380,11.3844,-0.00263,-0.25685,-0.44383,0.89142,-0.44904,0.27882,0.01226,-0.25452,-0.39429,0.78300,-0.38818,0.28415,-0.00402,-0.00029,-0.04233,0.00788,-0.15267,2.26830,-0.19491,-2.23900,-0.25612,-0.96065,0.01925,-0.00692,0.26454,0.17825,0.45473,-0.17763,0.01200,0.00099,-0.02764,-0.00020,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5300,0.00182,0.08750,0.46347,0.99984,-0.01739,0.00049,-0.00340,0.00873,0.06295,0.30217,0.30051,0.03457,0.06632,2,0.03498,0.04900,0.01900,-0.006515,0.019000,51.5450,-0.005644,0.018770,53.7174,0.048995,0.019001,9.9625,0.041380,0.016370,11.3348,-0.00263,-0.25707,-0.44350,0.89083,-0.44877,0.27923,0.01230,-0.25471,-0.39363,0.78166,-0.38747,0.28455,-0.00402,-0.00029,-0.04261,0.00792,-0.15228,2.27497,-0.19606,-2.24072,-0.25733,-0.96166,0.01831,-0.00958,0.26568,0.18175,0.45586,-0.17679,0.01203,0.00099,-0.02775,-0.00023,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5350,0.00182,0.08765,0.46348,0.99984,-0.01749,0.00048,-0.00341,0.00873,0.06305,0.30218,0.30051,0.03478,0.06641,2,0.03498,0.04900,0.01900,-0.006463,0.019000,51.5883,-0.005659,0.018772,53.7657,0.049000,0.019001,9.9115,0.041659,0.016362,11.2850,-0.00263,-0.25728,-0.44318,0.89025,-0.44851,0.27963,0.01233,-0.25490,-0.39297,0.78031,-0.38677,0.28494,-0.00402,-0.00029,-0.04290,0.00797,-0.15051,2.28166,-0.19443,-2.23954,-0.25550,-0.96267,0.01617,-0.01227,0.26404,0.18236,0.45395,-0.17594,0.01207,0.00099,-0.02787,-0.00026,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5400,0.00183,0.08781,0.46348,0.99984,-0.01759,0.00048,-0.00343,0.00873,0.06316,0.30218,0.30051,0.03498,0.06650,2,0.03498,0.04900,0.01900,-0.006408,0.019000,51.6324,-0.005610,0.018776,53.8135,0.049001,0.019001,9.8606,0.041637,0.016361,11.2341,-0.00263,-0.25749,-0.44286,0.88967,-0.44824,0.28004,0.01236,-0.25509,-0.39232,0.77897,-0.38607,0.28533,-0.00402,-0.00030,-0.04319,0.00802,-0.14891,2.28835,-0.19254,-2.23819,-0.25346,-0.96368,0.01401,-0.01497,0.26227,0.18293,0.45201,-0.17509,0.01213,0.00100,-0.02798,-0.00029,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5450,0.00183,0.08796,0.46349,0.99984,-0.01769,0.00047,-0.00344,0.00873,0.06326,0.30218,0.30051,0.03519,0.06658,2,0.03498,0.04900,0.01900,-0.006352,0.019000,51.6770,-0.005557,0.018779,53.8622,0.049001,0.019001,9.8097,0.041613,0.016359,11.1831,-0.00263,-0.25770,-0.44254,0.88909,-0.44797,0.28044,0.01239,-0.25527,-0.39166,0.77764,-0.38537,0.28572,-0.00402,-0.00030,-0.04348,0.00806,-0.14753,2.29504,-0.19050,-2.23671,-0.25130,-0.96467,0.01196,-0.01768,0.26042,0.18345,0.45004,-0.17423,0.01219,0.00101,-0.02809,-0.00032,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5500,0.00184,0.08811,0.46349,0.99984,-0.01779,0.00047,-0.00345,0.00873,0.06337,0.30219,0.30051,0.03539,0.06667,2,0.03498,0.04900,0.01900,-0.006296,0.019000,51.7219,-0.005503,0.018782,53.9117,0.049001,0.019001,9.7592,0.041587,0.016357,11.1322,-0.00262,-0.25791,-0.44223,0.88851,-0.44770,0.28084,0.01241,-0.25545,-0.39101,0.77631,-0.38468,0.28611,-0.00402,-0.00030,-0.04376,0.00810,-0.14640,2.30171,-0.18836,-2.23516,-0.24908,-0.96568,0.01010,-0.02038,0.25849,0.18393,0.44802,-0.17338,0.01225,0.00102,-0.02819,-0.00036,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5550,0.00184,0.08826,0.46350,0.99983,-0.01789,0.00046,-0.00346,0.00873,0.06347,0.30219,0.30051,0.03559,0.06675,2,0.03498,0.04900,0.01900,-0.006241,0.019000,51.7667,-0.005447,0.018784,53.9615,0.049001,0.019001,9.7089,0.041560,0.016354,11.0815,-0.00262,-0.25811,-0.44191,0.88794,-0.44743,0.28124,0.01242,-0.25564,-0.39035,0.77499,-0.38400,0.28650,-0.00402,-0.00030,-0.04405,0.00815,-0.14552,2.30836,-0.18617,-2.23355,-0.24682,-0.96668,0.00847,-0.02308,0.25651,0.18435,0.44596,-0.17253,0.01231,0.00102,-0.02829,-0.00039,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5600,0.00185,0.08841,0.46350,0.99983,-0.01799,0.00046,-0.00347,0.00874,0.06357,0.30220,0.30051,0.03579,0.06684,2,0.03498,0.04900,0.01900,-0.006187,0.019000,51.8113,-0.005392,0.018786,54.0115,0.049001,0.019001,9.6592,0.041533,0.016351,11.0310,-0.00262,-0.25832,-0.44160,0.88737,-0.44715,0.28164,0.01243,-0.25581,-0.38970,0.77367,-0.38332,0.28689,-0.00402,-0.00030,-0.04433,0.00819,-0.14487,2.31497,-0.18397,-2.23191,-0.24456,-0.96770,0.00708,-0.02575,0.25449,0.18473,0.44386,-0.17170,0.01237,0.00103,-0.02839,-0.00043,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5650,0.00185,0.08856,0.46351,0.99983,-0.01809,0.00046,-0.00348,0.00874,0.06367,0.30220,0.30051,0.03599,0.06692,2,0.03498,0.04900,0.01900,-0.006134,0.019000,51.8555,-0.005337,0.018788,54.0613,0.049001,0.019001,9.6101,0.041507,0.016348,10.9810,-0.00262,-0.25852,-0.44129,0.88680,-0.44688,0.28204,0.01243,-0.25599,-0.38905,0.77235,-0.38265,0.28728,-0.00403,-0.00030,-0.04461,0.00823,-0.14444,2.32152,-0.18178,-2.23026,-0.24232,-0.96871,0.00592,-0.02840,0.25245,0.18506,0.44173,-0.17089,0.01243,0.00103,-0.02849,-0.00046,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5700,0.00186,0.08871,0.46351,0.99983,-0.01819,0.00045,-0.00349,0.00874,0.06377,0.30220,0.30051,0.03619,0.06700,2,0.03498,0.04900,0.01900,-0.006083,0.019000,51.8991,-0.005284,0.018789,54.1109,0.049001,0.019001,9.5616,0.041481,0.016344,10.9315,-0.00261,-0.25872,-0.44098,0.88623,-0.44661,0.28244,0.01243,-0.25616,-0.38841,0.77105,-0.38198,0.28766,-0.00403,-0.00030,-0.04489,0.00827,-0.14420,2.32800,-0.17961,-2.22861,-0.24011,-0.96973,0.00499,-0.03102,0.25040,0.18535,0.43957,-0.17009,0.01248,0.00104,-0.02858,-0.00050,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5750,0.00186,0.08885,0.46352,0.99983,-0.01829,0.00045,-0.00349,0.00874,0.06387,0.30221,0.30051,0.03638,0.06708,2,0.03498,0.04900,0.01900,-0.006033,0.019000,51.9421,-0.005231,0.018790,54.1599,0.049001,0.019001,9.5139,0.041454,0.016341,10.8827,-0.00261,-0.25891,-0.44067,0.88567,-0.44634,0.28284,0.01242,-0.25634,-0.38776,0.76975,-0.38132,0.28804,-0.00403,-0.00030,-0.04517,0.00831,-0.14413,2.33442,-0.17748,-2.22696,-0.23794,-0.97076,0.00427,-0.03361,0.24834,0.18560,0.43739,-0.16932,0.01253,0.00104,-0.02868,-0.00053,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5800,0.00187,0.08900,0.46352,0.99982,-0.01838,0.00044,-0.00350,0.00874,0.06397,0.30221,0.30051,0.03658,0.06716,2,0.03498,0.04900,0.01900,-0.005985,0.019000,51.9844,-0.005179,0.018791,54.2086,0.049001,0.019001,9.4669,0.041428,0.016338,10.8345,-0.00261,-0.25911,-0.44037,0.88511,-0.44607,0.28324,0.01241,-0.25651,-0.38712,0.76846,-0.38066,0.28842,-0.00403,-0.00030,-0.04545,0.00835,-0.14420,2.34075,-0.17539,-2.22531,-0.23581,-0.97178,0.00372,-0.03617,0.24629,0.18582,0.43521,-0.16857,0.01257,0.00105,-0.02877,-0.00056,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5850,0.00187,0.08914,0.46352,0.99982,-0.01848,0.00044,-0.00350,0.00874,0.06406,0.30222,0.30051,0.03677,0.06724,2,0.03498,0.04900,0.01900,-0.005939,0.019000,52.0259,-0.005129,0.018791,54.2566,0.049001,0.019001,9.4207,0.041403,0.016335,10.7870,-0.00261,-0.25930,-0.44007,0.88456,-0.44580,0.28363,0.01239,-0.25667,-0.38648,0.76717,-0.38001,0.28880,-0.00403,-0.00030,-0.04572,0.00839,-0.14440,2.34700,-0.17334,-2.22369,-0.23374,-0.97279,0.00332,-0.03871,0.24425,0.18601,0.43303,-0.16783,0.01262,0.00105,-0.02886,-0.00059,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5900,0.00188,0.08928,0.46353,0.99982,-0.01858,0.00043,-0.00351,0.00874,0.06416,0.30222,0.30051,0.03697,0.06732,2,0.03498,0.04900,0.01900,-0.005894,0.019000,52.0667,-0.005080,0.018792,54.3038,0.049001,0.019001,9.3753,0.041377,0.016332,10.7403,-0.00262,-0.25949,-0.43977,0.88400,-0.44553,0.28402,0.01238,-0.25684,-0.38585,0.76589,-0.37936,0.28918,-0.00403,-0.00030,-0.04600,0.00843,-0.14469,2.35317,-0.17135,-2.22208,-0.23171,-0.97380,0.00305,-0.04121,0.24223,0.18618,0.43085,-0.16712,0.01266,0.00105,-0.02896,-0.00061,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.5950,0.00188,0.08942,0.46353,0.99982,-0.01867,0.00043,-0.00351,0.00874,0.06426,0.30222,0.30051,0.03716,0.06740,2,0.03498,0.04900,0.01900,-0.005850,0.019000,52.1068,-0.005033,0.018792,54.3502,0.049001,0.019001,9.3307,0.041352,0.016329,10.6943,-0.00262,-0.25968,-0.43947,0.88346,-0.44526,0.28440,0.01236,-0.25701,-0.38521,0.76462,-0.37872,0.28955,-0.00404,-0.00030,-0.04627,0.00847,-0.14507,2.35926,-0.16941,-2.22049,-0.22974,-0.97481,0.00289,-0.04368,0.24024,0.18634,0.42869,-0.16643,0.01270,0.00106,-0.02905,-0.00064,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.6000,0.00189,0.08956,0.46354,0.99982,-0.01877,0.00042,-0.00351,0.00874,0.06435,0.30223,0.30051,0.03735,0.06747,2,0.03498,0.04900,0.01900,-0.005808,0.019000,52.1462,-0.004987,0.018793,54.3958,0.049001,0.019001,9.2867,0.041326,0.016327,10.6491,-0.00262,-0.25987,-0.43917,0.88292,-0.44499,0.28478,0.01234,-0.25717,-0.38458,0.76336,-0.37809,0.28992,-0.00404,-0.00030,-0.04655,0.00850,-0.14550,2.36527,-0.16751,-2.21892,-0.22781,-0.97580,0.00281,-0.04613,0.23826,0.18648,0.42654,-0.16575,0.01274,0.00106,-0.02915,-0.00066,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.6050,0.00189,0.08970,0.46354,0.99982,-0.01886,0.00042,-0.00351,0.00874,0.06445,0.30223,0.30051,0.03754,0.06755,2,0.03498,0.04900,0.01900,-0.005767,0.019000,52.1849,-0.004943,0.018794,54.4407,0.049001,0.019001,9.2434,0.041301,0.016324,10.6045,-0.00263,-0.26006,-0.43888,0.88238,-0.44473,0.28516,0.01231,-0.25733,-0.38395,0.76211,-0.37746,0.29029,-0.00404,-0.00030,-0.04682,0.00854,-0.14599,2.37122,-0.16565,-2.21738,-0.22593,-0.97679,0.00280,-0.04856,0.23631,0.18661,0.42441,-0.16509,0.01279,0.00106,-0.02926,-0.00068,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.6100,0.00189,0.08984,0.46354,0.99981,-0.01895,0.00041,-0.00351,0.00874,0.06454,0.30223,0.30051,0.03773,0.06762,2,0.03498,0.04900,0.01900,-0.005727,0.019000,52.2230,-0.004899,0.018794,54.4849,0.049001,0.019001,9.2008,0.041277,0.016322,10.5607,-0.00263,-0.26024,-0.43859,0.88185,-0.44447,0.28554,0.01229,-0.25749,-0.38333,0.76086,-0.37683,0.29066,-0.00404,-0.00030,-0.04710,0.00858,-0.14652,2.37709,-0.16383,-2.21585,-0.22408,-0.97776,0.00284,-0.05096,0.23438,0.18674,0.42230,-0.16444,0.01283,0.00106,-0.02936,-0.00070,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.6150,0.00190,0.08998,0.46355,0.99981,-0.01905,0.00040,-0.00351,0.00874,0.06463,0.30224,0.30051,0.03791,0.06770,2,0.03498,0.04900,0.01900,-0.005688,0.019000,52.2606,-0.004857,0.018795,54.5284,0.049001,0.019001,9.1586,0.041252,0.016319,10.5174,-0.00264,-0.26042,-0.43830,0.88132,-0.44421,0.28591,0.01226,-0.25765,-0.38271,0.75962,-0.37621,0.29102,-0.00404,-0.00030,-0.04737,0.00861,-0.14707,2.38290,-0.16204,-2.21435,-0.22227,-0.97873,0.00292,-0.05334,0.23248,0.18686,0.42021,-0.16380,0.01288,0.00107,-0.02947,-0.00072,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
2.6200,0.00190,0.09011,0.46355,0.99981,-0.01914,0.00040,-0.00350,0.00874,0.06472,0.30224,0.30051,0.03810,0.06777,2,0.03498,0.04900,0.01900,-0.005650,0.019000,52.2977,-0.004815,0.018796,54.5714,0.049001,0.019001,9.1170,0.041227,0.016317,10.4747,-0.00265,-0.26060,-0.43802,0.88080,-0.44395,0.28627,0.01224,-0.25780,-0.38209,0.75839,-0.37559,0.29138,-0.00405,-0.00030,-0.04764,0.00865,-0.14765,2.38866,-0.16028,-2.21286,-0.22048,-0.97968,0.00302,-0.05570,0.23059,0.18699,0.41814,-0.16318,0.01292,0.00107,-0.02959,-0.00074,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
