t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,foot_z,foot_vz,acc_ref_z,e_lin_z,acom_x,acom_y,acom_z,arp_r,arp_p,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0500,-0.00071,0.00000,0.46189,1.00000,0.00000,-0.00190,-0.00000,0.00847,0.00000,0.30082,0.30051,0.00390,0.00005,2,0.03476,0.00390,0.034759,0.00297,-1.0490,-0.0005,-0.0307,0.0066,-0.3235,-0.0008,-0.0138,0,0.04900,0.01900,0.0029,0.0023,0.007389,0.069715,-0.1017,0.0207,31.4691,0.0449,0.0336,32.4038,-0.1017,0.0231,31.4263,0.0449,-0.0036,32.3697,0.001829,-0.000341,31.4691,0.001190,-0.000328,32.4038,0.001816,-0.000187,31.4263,0.001179,-0.000101,32.3697,-0.00010,0.00013,-0.55064,1.11103,-0.55672,0.00003,0.00010,-0.00016,-0.55064,1.11103,-0.55672,0.00006,-0.00003,-0.00011,-0.00003,-0.00011,-0.00018,-0.00111,-0.03151,-1.34724,0.05391,0.00994,0.00016,0.00692,-0.03228,-1.34548,0.05341,0.00558,-0.00452,0.00037,-0.00453,0.00037,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0550,-0.00069,0.00000,0.46190,1.00000,0.00000,-0.00184,-0.00000,0.00847,0.00000,0.30084,0.30051,0.00379,0.00006,2,0.03477,0.00379,0.034772,0.00240,-1.0188,-0.0005,-0.0345,0.0075,-0.3170,-0.0011,-0.0988,0,0.04900,0.01900,0.0022,0.0012,0.007723,0.069687,-0.1144,0.0235,31.4954,0.0236,0.0355,32.4417,-0.1145,0.0259,31.4433,0.0235,-0.0012,32.3993,0.002062,-0.000371,31.4954,0.001524,-0.000355,32.4417,0.002047,-0.000226,31.4433,0.001511,-0.000137,32.3993,-0.00010,0.00012,-0.55081,1.11103,-0.55665,0.00003,0.00010,-0.00016,-0.55081,1.11103,-0.55665,0.00009,-0.00005,-0.00009,-0.00005,-0.00009,-0.00017,-0.00055,-0.02658,-1.34351,0.06159,0.01099,0.00014,0.00730,-0.02751,-1.34137,0.06098,0.00658,-0.00426,0.00030,-0.00426,0.00030,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0600,-0.00068,0.00001,0.46191,1.00000,0.00000,-0.00178,-0.00000,0.00847,0.00000,0.30085,0.30051,0.00368,0.00007,2,0.03478,0.00368,0.034782,0.00194,-0.9934,-0.0005,-0.0368,0.0083,-0.3128,-0.0013,-0.1683,0,0.04900,0.01900,0.0020,0.0005,0.007961,0.069658,-0.1220,0.0263,31.5145,0.0100,0.0375,32.4695,-0.1220,0.0286,31.4522,0.0099,0.0011,32.4180,0.002230,-0.000403,31.5145,0.001761,-0.000383,32.4695,0.002211,-0.000265,31.4522,0.001746,-0.000173,32.4180,-0.00010,0.00012,-0.55096,1.11098,-0.55655,0.00002,0.00010,-0.00017,-0.55096,1.11098,-0.55655,0.00013,-0.00008,-0.00007,-0.00008,-0.00007,-0.00017,0.00002,-0.02257,-1.34055,0.06732,0.01205,0.00013,0.00772,-0.02369,-1.33799,0.06659,0.00761,-0.00406,0.00024,-0.00407,0.00024,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0650,-0.00066,0.00001,0.46192,1.00000,0.00000,-0.00172,-0.00000,0.00848,0.00000,0.30086,0.30051,0.00357,0.00008,2,0.03479,0.00357,0.034791,0.00156,-0.9722,-0.0005,-0.0381,0.0091,-0.3100,-0.0016,-0.2249,0,0.04900,0.01900,0.0020,0.0002,0.008134,0.069628,-0.1263,0.0291,31.5291,0.0014,0.0394,32.4906,-0.1263,0.0313,31.4556,0.0013,0.0033,32.4290,0.002354,-0.000435,31.5291,0.001934,-0.000413,32.4906,0.002332,-0.000304,31.4556,0.001916,-0.000209,32.4290,-0.00010,0.00011,-0.55110,1.11089,-0.55642,0.00003,0.00010,-0.00018,-0.55110,1.11089,-0.55642,0.00016,-0.00011,-0.00005,-0.00011,-0.00005,-0.00016,0.00061,-0.01926,-1.33812,0.07167,0.01312,0.00012,0.00817,-0.02058,-1.33510,0.07080,0.00865,-0.00391,0.00018,-0.00391,0.00018,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0700,-0.00065,0.00001,0.46194,1.00000,0.00000,-0.00166,-0.00000,0.00848,0.00000,0.30087,0.30051,0.00345,0.00009,2,0.03480,0.00345,0.034798,0.00125,-0.9545,-0.0005,-0.0388,0.0099,-0.3083,-0.0020,-0.2709,0,0.04900,0.01900,0.0021,0.0004,0.008264,0.069598,-0.1286,0.0318,31.5408,-0.0040,0.0414,32.5071,-0.1286,0.0340,31.4553,-0.0040,0.0055,32.4345,0.002447,-0.000468,31.5408,0.002064,-0.000444,32.5071,0.002423,-0.000343,31.4554,0.002043,-0.000245,32.4345,-0.00010,0.00010,-0.55123,1.11076,-0.55627,0.00004,0.00010,-0.00019,-0.55123,1.11077,-0.55627,0.00019,-0.00014,-0.00003,-0.00014,-0.00003,-0.00016,0.00122,-0.01648,-1.33608,0.07501,0.01420,0.00011,0.00866,-0.01801,-1.33257,0.07401,0.00971,-0.00377,0.00013,-0.00378,0.00013,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0750,-0.00063,0.00001,0.46195,1.00000,0.00000,-0.00160,0.00000,0.00849,0.00001,0.30089,0.30051,0.00333,0.00011,2,0.03480,0.00333,0.034803,0.00100,-0.9399,-0.0005,-0.0391,0.0107,-0.3072,-0.0023,-0.3080,0,0.04900,0.01900,0.0022,0.0005,0.008363,0.069566,-0.1296,0.0345,31.5510,-0.0073,0.0433,32.5206,-0.1297,0.0367,31.4526,-0.0073,0.0076,32.4361,0.002520,-0.000502,31.5510,0.002163,-0.000475,32.5206,0.002492,-0.000382,31.4526,0.002138,-0.000281,32.4361,-0.00010,0.00009,-0.55134,1.11061,-0.55610,0.00005,0.00010,-0.00020,-0.55134,1.11062,-0.55610,0.00022,-0.00018,-0.00002,-0.00018,-0.00002,-0.00015,0.00185,-0.01411,-1.33435,0.07762,0.01529,0.00010,0.00918,-0.01587,-1.33031,0.07647,0.01079,-0.00365,0.00008,-0.00366,0.00008,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0800,-0.00062,0.00001,0.46196,1.00000,0.00000,-0.00154,0.00000,0.00849,0.00001,0.30090,0.30051,0.00320,0.00012,2,0.03481,0.00320,0.034808,0.00080,-0.9278,-0.0005,-0.0392,0.0115,-0.3065,-0.0027,-0.3379,0,0.04900,0.01900,0.0024,0.0007,0.008441,0.069533,-0.1300,0.0371,31.5603,-0.0092,0.0452,32.5322,-0.1301,0.0393,31.4481,-0.0093,0.0097,32.4349,0.002578,-0.000537,31.5603,0.002240,-0.000508,32.5322,0.002546,-0.000420,31.4481,0.002212,-0.000317,32.4349,-0.00010,0.00008,-0.55145,1.11044,-0.55592,0.00007,0.00010,-0.00021,-0.55145,1.11045,-0.55593,0.00025,-0.00022,-0.00001,-0.00022,-0.00001,-0.00015,0.00250,-0.01206,-1.33287,0.07968,0.01639,0.00010,0.00974,-0.01407,-1.32826,0.07837,0.01188,-0.00354,0.00004,-0.00355,0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0850,-0.00061,0.00002,0.46198,1.00000,0.00000,-0.00148,0.00000,0.00849,0.00001,0.30091,0.30051,0.00308,0.00014,2,0.03481,0.00308,0.034811,0.00064,-0.9178,-0.0005,-0.0392,0.0123,-0.3060,-0.0030,-0.3617,0,0.04900,0.01900,0.0025,0.0008,0.008503,0.069500,-0.1299,0.0397,31.5694,-0.0104,0.0470,32.5426,-0.1300,0.0419,31.4424,-0.0105,0.0117,32.4316,0.002625,-0.000573,31.5694,0.002302,-0.000541,32.5426,0.002589,-0.000459,31.4424,0.002270,-0.000353,32.4316,-0.00010,0.00007,-0.55155,1.11026,-0.55574,0.00009,0.00010,-0.00022,-0.55155,1.11027,-0.55575,0.00028,-0.00026,0.00000,-0.00026,0.00000,-0.00015,0.00317,-0.01028,-1.33160,0.08132,0.01751,0.00009,0.01033,-0.01256,-1.32639,0.07983,0.01299,-0.00343,0.00000,-0.00345,0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0900,-0.00059,0.00002,0.46199,1.00000,0.00000,-0.00142,0.00000,0.00850,0.00001,0.30092,0.30051,0.00296,0.00016,2,0.03481,0.00296,0.034814,0.00051,-0.9096,-0.0005,-0.0391,0.0131,-0.3056,-0.0034,-0.3806,0,0.04900,0.01900,0.0026,0.0009,0.008553,0.069466,-0.1295,0.0423,31.5785,-0.0110,0.0489,32.5524,-0.1296,0.0444,31.4358,-0.0111,0.0137,32.4269,0.002664,-0.000609,31.5785,0.002352,-0.000574,32.5524,0.002624,-0.000499,31.4358,0.002317,-0.000390,32.4269,-0.00010,0.00006,-0.55164,1.11006,-0.55556,0.00011,0.00010,-0.00024,-0.55164,1.11007,-0.55556,0.00031,-0.00030,0.00001,-0.00030,0.00001,-0.00015,0.00386,-0.00871,-1.33050,0.08263,0.01863,0.00008,0.01096,-0.01127,-1.32465,0.08096,0.01412,-0.00332,-0.00003,-0.00334,-0.00003,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0950,-0.00058,0.00002,0.46201,1.00000,0.00000,-0.00136,0.00000,0.00850,0.00001,0.30093,0.30051,0.00284,0.00017,2,0.03482,0.00284,0.034816,0.00040,-0.9028,-0.0005,-0.0390,0.0138,-0.3053,-0.0038,-0.3953,0,0.04900,0.01900,0.0027,0.0010,0.008594,0.069432,-0.1291,0.0448,31.5878,-0.0113,0.0507,32.5620,-0.1292,0.0470,31.4286,-0.0114,0.0157,32.4209,0.002696,-0.000646,31.5878,0.002393,-0.000609,32.5620,0.002651,-0.000538,31.4286,0.002353,-0.000426,32.4209,-0.00010,0.00004,-0.55172,1.10986,-0.55537,0.00014,0.00010,-0.00025,-0.55173,1.10987,-0.55538,0.00034,-0.00035,0.00002,-0.00035,0.00002,-0.00016,0.00458,-0.00732,-1.32956,0.08369,0.01976,0.00008,0.01162,-0.01017,-1.32304,0.08183,0.01525,-0.00322,-0.00006,-0.00324,-0.00006,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1000,-0.00056,0.00003,0.46202,1.00000,0.00000,-0.00130,0.00000,0.00850,0.00001,0.30094,0.30051,0.00272,0.00019,2,0.03482,0.00272,0.034818,0.00032,-0.8972,-0.0005,-0.0388,0.0146,-0.3050,-0.0042,-0.4067,0,0.04900,0.01900,0.0027,0.0011,0.008628,0.069397,-0.1285,0.0474,31.5975,-0.0113,0.0525,32.5715,-0.1287,0.0495,31.4209,-0.0115,0.0176,32.4140,0.002722,-0.000684,31.5975,0.002427,-0.000643,32.5715,0.002673,-0.000577,31.4208,0.002383,-0.000463,32.4140,-0.00010,0.00003,-0.55180,1.10965,-0.55518,0.00016,0.00010,-0.00027,-0.55181,1.10966,-0.55519,0.00037,-0.00040,0.00003,-0.00040,0.00003,-0.00016,0.00531,-0.00608,-1.32876,0.08454,0.02091,0.00007,0.01230,-0.00924,-1.32152,0.08248,0.01640,-0.00312,-0.00009,-0.00315,-0.00009,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1050,-0.00055,0.00003,0.46203,1.00000,0.00000,-0.00124,0.00000,0.00851,0.00002,0.30095,0.30051,0.00260,0.00021,2,0.03482,0.00260,0.034819,0.00025,-0.8924,-0.0005,-0.0386,0.0153,-0.3047,-0.0046,-0.4154,0,0.04900,0.01900,0.0028,0.0012,0.008656,0.069362,-0.1280,0.0498,31.6076,-0.0113,0.0542,32.5811,-0.1281,0.0519,31.4126,-0.0114,0.0195,32.4064,0.002745,-0.000722,31.6076,0.002455,-0.000678,32.5811,0.002691,-0.000617,31.4126,0.002407,-0.000500,32.4064,-0.00010,0.00001,-0.55187,1.10943,-0.55499,0.00019,0.00010,-0.00029,-0.55188,1.10945,-0.55501,0.00040,-0.00044,0.00003,-0.00045,0.00003,-0.00016,0.00608,-0.00496,-1.32808,0.08523,0.02206,0.00007,0.01302,-0.00845,-1.32009,0.08296,0.01757,-0.00303,-0.00011,-0.00305,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
